speaker_file	speaker	index	start	end	concept_id	raw_name	interval_text	source_survey	source_item	audition_prefix	import_index	manuallyAdjusted	normalized_match
Khan03.parse.json	Khan03	146	3331.8	3334.9	158	thirsty (A)	thirsty	JBIL	147	147	146	False	True
Khan03.parse.json	Khan03	147	3341.4	3343.4	359	bitter (B)	bitter	JBIL	148	148	147	False	True
Khan03.parse.json	Khan03	149	3355.4	3370.4	362	good (B)	good	JBIL	150	150	149	False	True
Khan03.parse.json	Khan03	150	3370.4	3388.9	156	bad (A)	bad !	JBIL	151	151	150	False	False
Khan03.parse.json	Khan03	154	3416.2	3425.3	159	sweet (A)	sweet	JBIL	155	155	154	False	True
Khan03.parse.json	Khan03	163	3524.2	3526.2	153	heavy (A)	heavy	JBIL	164	164	163	False	True
Khan03.parse.json	Khan03	165	3537.2	3545.9	376	dirty (B)	dirty	JBIL	166	166	165	False	True
Khan03.parse.json	Khan03	167	3562.3	3568.3	161	wet (A)	wet	JBIL	168	168	167	False	True
Khan03.parse.json	Khan03	168	3568.3	3578.4	150	big (A)	big	JBIL	169	169	168	False	True
Khan03.parse.json	Khan03	169	3580.4	3582.4	151	small (A)	small	JBIL	170	170	169	False	True
Khan03.parse.json	Khan03	177	3660.5	3694.8	167	yellow (A)	yellow	JBIL	178	178	177	False	True
Khan03.parse.json	Khan03	178	3707.2	3712.7	386	red (B)	red	JBIL	179	179	178	False	True
Khan03.parse.json	Khan03	179	3712.7	3727.6	165	black (A)	black	JBIL	180	180	179	False	True
Khan03.parse.json	Khan03	180	3727.6	3752.4	164	white (A)	white	JBIL	181	181	180	False	True
Saha01.parse.json	Saha01	402	9116.0	9116.878	50	God	salt	KLQ	3.11	3.11	40	True	False
