speaker	display_id	display_name	display_source_survey	display_source_item	intended_raw_keys	matched_raw_id	matched_raw_label	matched_source_survey	matched_source_item	first_matched_start	first_matched_end	first_matched_text	first_matched_audition_prefix	intended_interval_count
Kalh01	350	sharp	JBIL	173	380	350	meat	JBIL	137	3364.273	3364.911	meat	137	1
Kalh01	351	smooth	JBIL	174	381	351	rice	JBIL	138	3373.527	3374.349	rice	138	1
Kalh01	352	straight	JBIL	175	382;383;541	352	salt (eating)	JBIL	139	3389.799	3390.342	salt (eating)	139	1
Kalh01	353	true	JBIL	176	384	353	fat (n.)	JBIL	140	3400.743	3401.225	fat (n.)	140	1
Kalh01	354	green	JBIL	177	385	354	egg (e.g., chicken)	JBIL	141	3414.697	3415.179	egg (e.g., chicken)	141	1
Kalh01	355	go_PRES_3sg	JBIL	182	387	355	milk	JBIL	142	3422.071	3422.8179999999998	milk	142	1
Kalh01	356	go_PAST_3sg	JBIL	183	388	356	honey	JBIL	143	3430.452	3431.552	honey	143	1
Kalh01	357	come_PRES_3sg	JBIL	184	389	357	walnut	JBIL	144	3445.846	3446.552	walnut	144	2
Kalh01	358	come_PAST_3sg	JBIL	185	390	358	fruit	JBIL	145	3460.541	3461.172	fruit	145	1
Kalh01	363	sit_PRES_3sg	JBIL	190	395	363	rotten	JBIL	152	3599.168	3599.949	rotten	152	1
Kalh01	364	sit_PAST_3sg	JBIL	191	396	364	old (thing)	JBIL	153	3644.123	3644.768	old (thing)	153	1
Kalh01	365	lie down_PRES_3sg	JBIL	192	397	365	new	JBIL	154	3657.897	3658.5009999999997	new	154	1
Kalh01	366	lie down_PAST_3sg	JBIL	193	398	366	hot (fire)	JBIL	156	3678.932	3679.5769999999998	hot (fire)	156	1
Kalh01	369	walk_PRES_3sg	JBIL	196	401	369	long (thing)	JBIL	158	3710.745	3711.601	long (thing)	158	1
Kalh01	370	walk_PAST_3sg	JBIL	197	402	370	short (length)	JBIL	159	3728.0	3728.534	short (length)	159	1
Kalh01	371	run_PRES_3sg	JBIL	198	403	371	wide	JBIL	160	3744.559	3745.1090000000004	wide	160	1
Kalh01	372	run_PAST_3sg	JBIL	199	404	372	narrow	JBIL	161	3755.077	3755.9460000000004	narrow	161	1
Kalh01	373	swim_PRES_3sg	JBIL	200	405	373	thick	JBIL	162	3765.073	3765.874	thick	162	1
Kalh01	374	swim_PAST_3sg	JBIL	201	406	374	thin	JBIL	163	3786.075	3786.931	thin	163	1
Kalh01	375	fly_PRES_3sg	JBIL	202	407	375	full	JBIL	165	3804.464	3804.999	full	165	1
Kalh01	377	see_PRES_3sg	JBIL	204	409	377	dry	JBIL	167	3825.079	3825.833	dry	167	1
Kalh01	378	see_PAST_3sg	JBIL	205	410	378	round	JBIL	171	3922.173	3922.8309999999997	round	171	1
Kalh01	379	hear_PRES_3sg	JBIL	206	411	379	hard	JBIL	172	3937.273	3937.911	hard	172	1
Kalh01	380	hear_PAST_3sg	JBIL	207	412	380	sharp	JBIL	173	3965.244	3965.9990000000003	sharp	173	1
Kalh01	381	smell_PRES_3sg	JBIL	208	413	381	smooth	JBIL	174	3981.111	3981.688	smooth	174	2
Kalh01	384	do_PAST_3sg	JBIL	211	416	384	true	JBIL	176	4007.283	4007.999	true	176	1
Kalh01	385	live_PRES_3sg	JBIL	212	417	385	green	JBIL	177	4021.934	4022.9990000000003	green	177	1
Kalh01	387	die_PRES_3sg	JBIL	214	419	387	go_PRES_3sg	JBIL	182	4182.201	4182.812	go_PRES_3sg	182	1
Kalh01	388	die_PAST_3sg	JBIL	215	420	388	go_PAST_3sg	JBIL	183	4250.546	4250.999000000001	go_PAST_3sg	183	1
Kalh01	389	sleep_PRES_3sg	JBIL	216	421;422;542	389	come_PRES_3sg	JBIL	184	4276.507	4277.356	come_PRES_3sg	184	1
Kalh01	390	sleep_PAST_3sg	JBIL	217	423	390	come_PAST_3sg	JBIL	185	4298.785	4299.437	come_PAST_3sg	185	1
Kalh01	391	breathe_PRES_3sg	JBIL	218	424	391	turn (tr.) _PRES_3sg	JBIL	186	4429.956	4430.999	turn (tr.) _PRES_3sg	186	1
Kalh01	392	breathe_PAST_3sg	JBIL	219	425	392	turn (tr.)_PAST_3sg	JBIL	187	4472.418	4474.083	turn (tr.)_PAST_3sg	187	1
Kalh01	393	blow_PRES_3sg	JBIL	220	426	393	stand_PRES_3sg	JBIL	188	4492.266	4492.9039999999995	stand_PRES_3sg	188	1
Kalh01	394	blow_PAST_3sg	JBIL	221	427	394	stand_PAST_3sg	JBIL	189	4501.119	4501.746999999999	stand_PAST_3sg	189	1
Kalh01	395	swell_PRES_3sg	JBIL	222	428	395	sit_PRES_3sg	JBIL	190	4556.251	4556.999	sit_PRES_3sg	190	1
Kalh01	396	swell_PAST_3sg	JBIL	223	429	396	sit_PAST_3sg	JBIL	191	4582.45	4583.175	sit_PAST_3sg	191	1
Kalh01	397	spit_PRES_3sg	JBIL	224	430	397	lie down_PRES_3sg	JBIL	192	4596.0	4597.0	lie down_PRES_3sg	192	1
Kalh01	398	spit_PAST_3sg	JBIL	225	431	398	lie down_PAST_3sg	JBIL	193	4610.811	4611.719999999999	lie down_PAST_3sg	193	1
Kalh01	399	vomit_PRES_3sg	JBIL	226	432	399	fall_PRES_3sg	JBIL	194	4687.942	4688.999	fall_PRES_3sg	194	1
Kalh01	400	vomit_PAST_3sg	JBIL	227	433	400	fall_PAST_3sg	JBIL	195	4699.296	4700.573	fall_PAST_3sg	195	1
Kalh01	401	bite_PRES_3sg	JBIL	228	434	401	walk_PRES_3sg	JBIL	196	4713.71	4714.639	walk_PRES_3sg	196	1
Kalh01	402	bite_PAST_3sg	JBIL	229	435	402	walk_PAST_3sg	JBIL	197	4725.426	4726.499000000001	walk_PAST_3sg	197	1
Kalh01	403	eat_PRES_3sg	JBIL	230	436	403	run_PRES_3sg	JBIL	198	4738.781	4739.618	run_PRES_3sg	198	1
Kalh01	404	eat_PAST_3sg	JBIL	231	437	404	run_PAST_3sg	JBIL	199	4747.5	4748.159	run_PAST_3sg	199	1
Kalh01	405	drink_PRES_3sg	JBIL	232	438	405	swim_PRES_3sg	JBIL	200	4756.198	4757.367	swim_PRES_3sg	200	1
Kalh01	406	drink_PAST_3sg	JBIL	233	439	406	swim_PAST_3sg	JBIL	201	4767.703	4768.785000000001	swim_PAST_3sg	201	1
Kalh01	407	fear_PRES_3sg	JBIL	234	440	407	fly_PRES_3sg	JBIL	202	4805.093	4805.999	fly_PRES_3sg	202	1
Kalh01	408	fear_PAST_3sg	JBIL	235	441;442;543	408	fly_PAST_3sg	JBIL	203	4817.307	4818.619	fly_PAST_3sg	203	1
Kalh01	409	know_PRES_3sg	JBIL	236	443	409	see_PRES_3sg	JBIL	204	4827.689	4828.8060000000005	see_PRES_3sg	204	1
Kalh01	410	know_PAST_3sg	JBIL	237	444	410	see_PAST_3sg	JBIL	205	4837.363	4838.432000000001	see_PAST_3sg	205	1
Kalh01	411	think_PRES_3sg	JBIL	238	445	411	hear_PRES_3sg	JBIL	206	4849.33	4850.687	hear_PRES_3sg	206	1
Kalh01	412	think_PAST_3sg	JBIL	239	446	412	hear_PAST_3sg	JBIL	207	4863.558	4864.639	hear_PAST_3sg	207	1
Kalh01	413	count_PRES_3sg	JBIL	240	447	413	smell_PRES_3sg	JBIL	208	4876.464	4877.87	smell_PRES_3sg	208	1
Kalh01	414	count_PAST_3sg	JBIL	241	448	414	smell _PAST_3sg	JBIL	209	4898.27	4899.495000000001	smell _PAST_3sg	209	1
Kalh01	415	laugh_PRES_3sg	JBIL	242	449	415	do_PRES_3sg	JBIL	210	4923.741	4924.75	do_PRES_3sg	210	1
Kalh01	416	laugh_PAST_3sg	JBIL	243	450	416	do_PAST_3sg	JBIL	211	4931.843	4932.708	do_PAST_3sg	211	1
Kalh01	417	cry_PRES_3sg	JBIL	244	451	417	live_PRES_3sg	JBIL	212	4943.832	4944.889	live_PRES_3sg	212	1
Kalh01	418	cry_PAST_3sg	JBIL	245	452	418	live_PAST_3sg	JBIL	213	4962.0	4963.078	live_PAST_3sg	213	1
Kalh01	419	say_PRES_3sg	JBIL	246	453	419	die_PRES_3sg	JBIL	214	4971.855	4972.744	die_PRES_3sg	214	1
Kalh01	420	say_PAST_3sg	JBIL	247	454	420	die_PAST_3sg	JBIL	215	4983.583	4984.892	die_PAST_3sg	215	1
Kalh01	423	play_PRES_3sg	JBIL	250	457	423	sleep_PAST_3sg	JBIL	217	5012.306	5013.147	sleep_PAST_3sg	217	1
Kalh01	424	play_PAST_3sg	JBIL	251	458	424	breathe_PRES_3sg	JBIL	218	5024.0	5025.236	breathe_PRES_3sg	218	1
Kalh01	425	give_PRES_3sg	JBIL	252	459	425	breathe_PAST_3sg	JBIL	219	5034.422	5035.999	breathe_PAST_3sg	219	1
Kalh01	426	give_PAST_3sg	JBIL	253	460	426	blow_PRES_3sg	JBIL	220	5050.83	5051.999	blow_PRES_3sg	220	1
Kalh01	427	fight_PRES_3sg	JBIL	254	461	427	blow_PAST_3sg	JBIL	221	5062.129	5063.474	blow_PAST_3sg	221	1
Kalh01	428	fight_PAST_3sg	JBIL	255	462	428	swell_PRES_3sg	JBIL	222	5085.76	5086.889	swell_PRES_3sg	222	1
Kalh01	429	kill_PRES_3sg	JBIL	256	463	429	swell_PAST_3sg	JBIL	223	5097.51	5098.916	swell_PAST_3sg	223	1
Kalh01	430	kill_PAST_3sg	JBIL	257	464	430	spit_PRES_3sg	JBIL	224	5143.849	5145.086	spit_PRES_3sg	224	1
Kalh01	431	take_PRES_3sg	JBIL	258	465	431	spit_PAST_3sg	JBIL	225	5149.57	5150.759	spit_PAST_3sg	225	1
Kalh01	432	take_PAST_3sg	JBIL	259	466	432	vomit_PRES_3sg	JBIL	226	5160.0	5161.267	vomit_PRES_3sg	226	1
Kalh01	433	push_PRES_3sg	JBIL	260	467	433	vomit_PAST_3sg	JBIL	227	5176.915	5178.272	vomit_PAST_3sg	227	1
Kalh01	434	push_PAST_3sg	JBIL	261	468	434	bite_PRES_3sg	JBIL	228	5189.753	5190.906	bite_PRES_3sg	228	1
Kalh01	435	pull_PRES_3sg	JBIL	262	469	435	bite_PAST_3sg	JBIL	229	5209.022	5210.4039999999995	bite_PAST_3sg	229	1
Kalh01	436	pull_PAST_3sg	JBIL	263	470	436	eat_PRES_3sg	JBIL	230	5218.288	5219.188999999999	eat_PRES_3sg	230	1
Kalh01	437	close_PRES_3sg	JBIL	264	471	437	eat_PAST_3sg	JBIL	231	5222.995	5223.776	eat_PAST_3sg	231	1
Kalh01	438	close_PAST_3sg	JBIL	265	472	438	drink_PRES_3sg	JBIL	232	5280.206	5281.059	drink_PRES_3sg	232	1
Kalh01	439	tie_PRES_3sg	JBIL	266	473	439	drink_PAST_3sg	JBIL	233	5289.079	5289.999	drink_PAST_3sg	233	1
Kalh01	440	tie_PAST_3sg	JBIL	267	474	440	fear_PRES_3sg	JBIL	234	5297.897	5298.87	fear_PRES_3sg	234	1
Kalh01	443	hit_PRES_3sg	JBIL	270	477	443	know_PRES_3sg	JBIL	236	5387.184	5388.325	know_PRES_3sg	236	1
Kalh01	444	hit_PAST_3sg	JBIL	271	478	444	know_PAST_3sg	JBIL	237	5396.879	5398.116	know_PAST_3sg	237	1
Kalh01	445	cut_PRES_3sg	JBIL	272	479	445	think_PRES_3sg	JBIL	238	5406.113	5407.47	think_PRES_3sg	238	1
Kalh01	446	cut_PAST_3sg	JBIL	273	480	446	think_PAST_3sg	JBIL	239	5417.094	5418.283	think_PAST_3sg	239	1
Kalh01	447	wash_PRES_3sg	JBIL	276	481	447	count_PRES_3sg	JBIL	240	5430.762	5431.831	count_PRES_3sg	240	1
Kalh01	448	wash_PAST_3sg	JBIL	277	482	448	count_PAST_3sg	JBIL	241	5439.667	5440.904	count_PAST_3sg	241	1
Kalh01	449	sew_PRES_3sg	JBIL	278	483	449	laugh_PRES_3sg	JBIL	242	5451.658	5452.631	laugh_PRES_3sg	242	1
Kalh01	450	sew_PAST_3sg	JBIL	279	484	450	laugh_PAST_3sg	JBIL	243	5458.361	5459.298	laugh_PAST_3sg	243	1
Kalh01	451	burn (intr.)_PRES_3sg	JBIL	280	485	451	cry_PRES_3sg	JBIL	244	5466.984	5468.39	cry_PRES_3sg	244	1
Kalh01	452	burn (intr.)_PAST_3sg	JBIL	281	486	452	cry_PAST_3sg	JBIL	245	5474.963	5475.999	cry_PAST_3sg	245	1
Kalh01	453	freeze_PRES_3sg	JBIL	282	487	453	say_PRES_3sg	JBIL	246	5492.457	5493.442	say_PRES_3sg	246	1
Kalh01	454	freeze_PAST_3sg	JBIL	283	488	454	say_PAST_3sg	JBIL	247	5504.0	5504.958	say_PAST_3sg	247	1
Kalh01	455	throw_PRES_3sg	JBIL	284	489	455	sing_PRES_3sg	JBIL	248	5532.785	5534.431	sing_PRES_3sg	248	1
Kalh01	456	throw_PAST_3sg	JBIL	285	490;491;546	456	sing_PAST_3sg	JBIL	249	5548.966	5550.468000000001	sing_PAST_3sg	249	1
Kalh01	457	hunt_PRES_3sg	JBIL	286	492	457	play_PRES_3sg	JBIL	250	5556.947	5558.22	play_PRES_3sg	250	1
Kalh01	458	hunt_PAST_3sg	JBIL	287	493	458	play_PAST_3sg	JBIL	251	5569.648	5570.981	play_PAST_3sg	251	1
Kalh01	459	pour_PRES_3sg	JBIL	288	494	459	give_PRES_3sg	JBIL	252	5582.0	5582.814	give_PRES_3sg	252	1
Kalh01	460	pour_PAST_3sg	JBIL	289	495	460	give_PAST_3sg	JBIL	253	5587.111	5588.168	give_PAST_3sg	253	1
Kalh01	461	grind_PRES_3sg	JBIL	290	496	461	fight_PRES_3sg	JBIL	254	5595.646	5597.003	fight_PRES_3sg	254	1
Kalh01	462	grind_PAST_3sg	JBIL	291	497	462	fight_PAST_3sg	JBIL	255	5605.712	5607.021000000001	fight_PAST_3sg	255	1
Kalh01	463	dig_PRES_3sg	JBIL	292	498	463	kill_PRES_3sg	JBIL	256	5616.922	5617.999	kill_PRES_3sg	256	1
Kalh01	464	dig_PAST_3sg	JBIL	293	499	464	kill_PAST_3sg	JBIL	257	5630.309	5631.402	kill_PAST_3sg	257	1
Kalh01	465	hide_PRES_3sg	JBIL	294	500	465	take_PRES_3sg	JBIL	258	5651.55	5652.559	take_PRES_3sg	258	1
Kalh01	466	hide_PAST_3sg	JBIL	295	501	466	take_PAST_3sg	JBIL	259	5658.772	5659.721	take_PAST_3sg	259	1
Kalh01	467	sweep_PRES_3sg	JBIL	296	502	467	push_PRES_3sg	JBIL	260	5667.448	5668.637000000001	push_PRES_3sg	260	1
Kalh01	468	sweep_PAST_3sg	JBIL	297	503	468	push_PAST_3sg	JBIL	261	5676.756	5677.999000000001	push_PAST_3sg	261	1
Kalh01	469	this	JBIL	298	504;505;547	469	pull_PRES_3sg	JBIL	262	5684.557	5685.686	pull_PRES_3sg	262	2
Kalh01	470	that	JBIL	299	506	470	pull_PAST_3sg	JBIL	263	5693.186	5694.2789999999995	pull_PAST_3sg	263	1
Kalh01	471	near	JBIL	301	507	471	close_PRES_3sg	JBIL	264	5703.495	5704.588	close_PRES_3sg	264	1
Kalh01	472	far	JBIL	303	508	472	close_PAST_3sg	JBIL	265	5713.358	5714.403	close_PAST_3sg	265	1
Kalh01	473	(to the) right	JBIL	304	509	473	tie_PRES_3sg	JBIL	266	5729.366	5730.591	tie_PRES_3sg	266	1
Kalh01	474	(to the) left	JBIL	305	510	474	tie_PAST_3sg	JBIL	267	5748.399	5749.999000000001	tie_PAST_3sg	267	1
Kalh01	475	under	JBIL	306	511	475	carry_PRES_3sg	JBIL	268	5821.445	5822.923	carry_PRES_3sg	268	1
Kalh01	476	with	JBIL	307	512	476	carry_PAST_3sg	JBIL	269	5880.0	5882.273	carry_PAST_3sg	269	1
Kalh01	477	not	JBIL	308	513	477	hit_PRES_3sg	JBIL	270	5912.245	5913.711	hit_PRES_3sg	270	1
Kalh01	478	two days ago	JBIL	311	514	478	hit_PAST_3sg	JBIL	271	5924.946	5926.231	hit_PAST_3sg	271	1
Kalh01	479	who	JBIL	317	516	479	cut_PRES_3sg	JBIL	272	5958.304	5959.577	cut_PRES_3sg	272	1
Kalh01	480	I	JBIL	319	517;558;592;593;601	480	cut_PAST_3sg	JBIL	273	5965.718	5966.835	cut_PAST_3sg	273	3
Kalh01	481	you (sg.)	JBIL	320	518;559;586;594;595	481	wash_PRES_3sg	JBIL	276	6052.564	6053.657	wash_PRES_3sg	276	3
Kalh01	482	we	JBIL	321	519;560	482	wash_PAST_3sg	JBIL	277	6058.799	6059.9039999999995	wash_PAST_3sg	277	1
Kalh01	483	you	JBIL	322	520;561	483	sew_PRES_3sg	JBIL	278	6084.23	6085.263	sew_PRES_3sg	278	1
Kalh01	484	they	JBIL	323	521;562	484	sew_PAST_3sg	JBIL	279	6094.257	6095.422	sew_PAST_3sg	279	1
Kalh01	485	bark	JBIL	103	534	485	burn (intr.)_PRES_3sg	JBIL	280	6113.809	6114.902	burn (intr.)_PRES_3sg	280	1
Kalh01	486	night	KLQ	10.21	536	486	burn (intr.)_PAST_3sg	JBIL	281	6129.682	6130.811	burn (intr.)_PAST_3sg	281	2
Kalh01	487	fog	KLQ	3.9	537	487	freeze_PRES_3sg	JBIL	282	6140.899	6141.999000000001	freeze_PRES_3sg	282	2
Kalh01	488	ash	JBIL	132	538	488	freeze_PAST_3sg	JBIL	283	6157.888	6159.209	freeze_PAST_3sg	283	1
Kalh01	489	scratch_PRES_3sg	JBIL	274	544	489	throw_PRES_3sg	JBIL	284	6176.643	6177.999	throw_PRES_3sg	284	1
Kalh01	492	there	KLQ	10.2	549	492	hunt_PRES_3sg	JBIL	286	6206.524	6207.905000000001	hunt_PRES_3sg	286	2
Kalh01	493	today	KLQ	10.10	550	493	hunt_PAST_3sg	JBIL	287	6214.876	6216.0	hunt_PAST_3sg	287	2
Kalh01	494	yesterday	KLQ	10.11	551	494	pour_PRES_3sg	JBIL	288	6233.467	6234.487999999999	pour_PRES_3sg	288	2
Kalh01	495	tomorrow	KLQ	10.13	552	495	pour_PAST_3sg	JBIL	289	6245.346	6246.450999999999	pour_PAST_3sg	289	2
Kalh01	496	the day after tomorrow	KLQ	10.14	553	496	grind_PRES_3sg	JBIL	290	6350.425	6351.554	grind_PRES_3sg	290	2
Kalh01	497	where	KLQ	12.4	554	497	grind_PAST_3sg	JBIL	291	6354.0	6355.136	grind_PAST_3sg	291	2
Kalh01	498	when	KLQ	12.5	555	498	dig_PRES_3sg	JBIL	292	6401.251	6402.38	dig_PRES_3sg	292	2
Kalh01	499	how	KLQ	12.3	556	499	dig_PAST_3sg	JBIL	293	6408.939	6409.999000000001	dig_PAST_3sg	293	2
Kalh01	500	what	KLQ	12.1	557	500	hide_PRES_3sg	JBIL	294	6434.487	6435.724	hide_PRES_3sg	294	2
Kalh01	501	The boys are not in Shiraz.	EXT	5.8	570	501	hide_PAST_3sg	JBIL	295	6446.562	6447.999	hide_PAST_3sg	295	0
Kalh01	502	The children are in the kitchen.	EXT	5.9	571	502	sweep_PRES_3sg	JBIL	296	6462.404	6463.653	sweep_PRES_3sg	296	0
Kalh01	503	Sorush is going  to the market with Hasan.	EXT	5.10	572	503	sweep_PAST_3sg	JBIL	297	6475.128	6476.545999999999	sweep_PAST_3sg	297	0
Kalh01	506	I have one car	EXT	5.13	575	506	that	JBIL	299	6531.101	6531.822999999999	that	299	0
Kalh01	507	This is mine	EXT	5.14	576;597	507	near	JBIL	301	6560.784	6561.768	near	301	0
Kalh01	508	We didn't see Ali at the market.	EXT	5.15	577	508	far	JBIL	303	6591.816	6592.456999999999	far	303	0
Kalh01	509	i eat apples in the morning	EXT	5.16	578	509	(to the) right	JBIL	304	6617.546	6618.214	(to the) right	304	0
Kalh01	510	I am eating the apple now.	EXT	5.17	579	510	(to the) left	JBIL	305	6629.156	6629.914	(to the) left	305	0
Kalh01	511	Ali went to the village with him.	EXT	5.18	580	511	under	JBIL	306	6637.786	6638.662	under	306	0
Kalh01	512	Maryam went to the village with her.	EXT	5.19	581	512	with	JBIL	307	6656.229	6656.843	with	307	0
Kalh01	513	When I was cutting up vegetables, I cut my hand.	EXT	5.20	582	513	not	JBIL	308	6678.209	6678.796	not	308	0
Kalh01	514	As Reza was crossing the road, a car hit him.	EXT	5.21	583	514	two days ago	JBIL	311	6713.0	6713.776	two days ago	311	0
Kalh01	516	He saw me			585	516	who	JBIL	317	6773.8	6774.432	who	317	0
Kalh01	517	my wife			602	517	I	JBIL	319	6853.69	6854.411999999999	I	321	0
Kalh01	518	my son			603	518	you (sg.)	JBIL	320	6886.688	6887.2480000000005	you (sg.)	322	0
Kalh01	519	my daughter			604	519	we	JBIL	321	6904.242	6904.999	we	324	0
Kalh01	520	bad !			605	520	you (pl.)	JBIL	322	6914.15	6914.790999999999	you (pl.)	325	0
Kalh01	521	rain (B)	JBIL	126	616	521	they	JBIL	323	6927.0	6927.604	they	326	0
Khan01	132	father (A)	JBIL	72	136	132	nose (A)	JBIL	34	1972.3780000000002	1973.18	nose	34	1
Khan01	133	mother (	JBIL	73	137;293	133	elbow (A)	JBIL	43	2269.52	2270.4	elbow	43	1
Khan01	136	lightning	KLQ	3.3	143	136	father (A)	JBIL	72	3674.376	3675.1380000000004	father	72	0
Khan01	142	small (A)	JBIL	170	151	142	rain (A)	JBIL	125	6146.888	6147.702	fog	125	1
Khan01	144	heavy (A)	JBIL	164	153	144	snow (A)	JBIL	123	6105.186	6106.148	ice	123	1
Khan01	146	bad (A)	JBIL	151	156	146	wind (A)	JBIL	116	5928.693	5929.448	wind	116	1
Khan01	148	thirsty (A)	JBIL	147	158	148	fog (A)	JBIL	124	6125.203	6126.313	snow	124	1
Khan01	150	bitter (	JBIL	148	160;359	150	big (A)	JBIL	169	7908.222	7909.195	big	169	1
Khan01	151	wet (A)	JBIL	168	161	151	small (A)	JBIL	170	7939.2	7940.104	small	170	1
Khan01	153	white (A)	JBIL	181	164	153	heavy (A)	JBIL	164	7801.599	7802.559	heavy	164	1
Khan01	156	yellow (A)	JBIL	178	167	156	bad (A)	JBIL	151	7442.151	7443.16	bad !	151	1
Khan01	157	to kill	KLQ	9.1	171	157	hungry (A)	JBIL	146	7225.969	7226.953	hungry	146	0
Khan01	158	to hit	KLQ	9.2	172	158	thirsty (A)	JBIL	147	7275.53	7276.686	thirsty	147	0
Khan01	159	to cut	KLQ	9.3	173	159	sweet (A)	JBIL	155	7601.515	7602.5160000000005	sweet	155	0
Khan01	161	to slap	KLQ	9.5	175	161	wet (A)	JBIL	168	7866.96	7867.613	wet	168	0
Khan01	164	to sting (a bee stung the child)	KLQ	9.8	178	164	white (A)	JBIL	181	8305.475999999999	8306.490999999998	white	181	0
Khan01	165	to tear (the child will tear the paper)	KLQ	9.9	179	165	black (A)	JBIL	180	8250.0	8251.042	black	180	0
Khan01	167	here (A)	JBIL	300	181	167	yellow (A)	JBIL	178	8211.509	8212.441	yellow	178	0
Khan01	202	one	JBIL	1	217	202	night (A)	JBIL	114	5853.247	5854.222000000001	night	114	1
Khan01	217	sixteen	JBIL	16	232	217	one	JBIL	1	1271.844	1272.78	one	1	1
Khan01	218	seventeen	JBIL	17	233	218	two	JBIL	2	1279.295	1279.999	two	2	1
Khan01	219	eighteen	JBIL	18	234	219	three	JBIL	3	1288.581	1289.1589999999999	three	3	1
Khan01	220	nineteen	JBIL	19	235	220	four	JBIL	4	1295.504	1296.182	four	4	1
Khan01	221	twenty	JBIL	20	236	221	five	JBIL	5	1314.668	1315.502	five	5	1
Khan01	222	twenty	JBIL	21	237;526	222	six	JBIL	6	1332.338	1333.392	six	6	1
Khan01	223	thirty	JBIL	22	238	223	seven	JBIL	7	1350.632	1351.5240000000001	six	7	1
Khan01	224	forty	JBIL	23	239	224	eight	JBIL	8	1370.0	1370.921	eight	8	1
Khan01	225	fifty	JBIL	24	240	225	nine	JBIL	9	1383.688	1384.4930000000002	nine	9	1
Khan01	226	sixty	JBIL	25	241	226	ten	JBIL	10	1404.535	1405.325	ten	10	1
Khan01	227	seventy	JBIL	26	242	227	eleven	JBIL	11	1416.893	1418.0	eleven	11	1
Khan01	228	eighty	JBIL	27	243	228	twelve	JBIL	12	1438.869	1440.0	twelve	12	1
Khan01	229	ninety	JBIL	28	244	229	thirteen	JBIL	13	1453.299	1454.616	thirteen	13	1
Khan01	230	one hundred	JBIL	29	245	230	fourteen	JBIL	14	1496.0	1497.056	fourteen	14	1
Khan01	231	two hundred	JBIL	30	246	231	fifteen	JBIL	15	1527.487	1528.643	fifteen	15	1
Khan01	232	head	JBIL	31	247;248;527	232	sixteen	JBIL	16	1541.641	1542.914	sixteen	16	1
Khan01	233	hair (	JBIL	32	249;250	233	seventeen	JBIL	17	1577.6970000000001	1578.6770000000001	seventeen	17	1
Khan01	234	eye	JBIL	33	251	234	eighteen	JBIL	18	1590.7440000000001	1591.7240000000002	eighteen	18	1
Khan01	235	ear	JBIL	35	252;253;528	235	nineteen	JBIL	19	1610.397	1611.6409999999998	nineteen	19	1
Khan01	236	mouth	JBIL	36	254	236	twenty	JBIL	20	1636.558	1637.612	twenty	20	1
Khan01	238	tongue	JBIL	38	257;258;530	238	thirty	JBIL	22	1668.97	1669.999	thirty	22	1
Khan01	239	neck	JBIL	39	259	239	forty	JBIL	23	1675.558	1676.333	forty	23	1
Khan01	240	throat	JBIL	40	260	240	fifty	JBIL	24	1698.774	1699.8419999999999	fifty	24	1
Khan01	241	arm	JBIL	41	261;262;531	241	sixty	JBIL	25	1724.597	1725.709	sixty	25	1
Khan01	242	hand	JBIL	42	263	242	seventy	JBIL	26	1756.915	1758.1299999999999	seventy	26	1
Khan01	243	finger	JBIL	44	264	243	eighty	JBIL	27	1780.255	1781.3380000000002	eighty	27	1
Khan01	244	nail	JBIL	45	265;266;532	244	ninety	JBIL	28	1796.701	1797.842	ninety	28	1
Khan01	245	chest	JBIL	46	267	245	one hundred	JBIL	29	1855.603	1856.4370000000001	one hundred	29	1
Khan01	246	stomach (belly)	JBIL	47	268	246	two hundred	JBIL	30	1879.83	1880.971	two hundred	30	1
Khan01	250	back	JBIL	51	272	250	hair (women)	JBIL	32	1933.4299999999998	1934.0589999999997	hair	32	1
Khan01	251	leg	JBIL	52	273	251	eye	JBIL	33	1950.49	1951.213	eye	33	1
Khan01	254	foot	JBIL	55	276	254	mouth	JBIL	36	2027.301	2028.1419999999998	mouth	36	1
Khan01	259	heart	JBIL	60	281	259	neck	JBIL	39	2095.466	2096.339	neck	39	1
Khan01	260	liver	JBIL	61	282	260	throat	JBIL	40	2128.108	2129.146	throat	40	1
Khan01	263	husband	JBIL	64	285	263	hand	JBIL	42	2183.77	2184.69	hand	42	1
Khan01	264	woman	JBIL	65	286	264	finger	JBIL	44	2288.5370000000003	2289.4100000000003	finger	44	1
Khan01	267	boy	JBIL	68	289	267	chest	JBIL	46	2348.7129999999997	2349.593	chest	46	1
Khan01	268	son	JBIL	69	290	268	stomach (belly)	JBIL	47	2590.411	2591.339	stomach (belly)	47	2
Khan01	270	daughter	JBIL	71	292	270	guts	JBIL	49	2647.705	2648.908	guts	49	1
Khan01	271	brother	JBIL	74	294	271	navel	JBIL	50	2681.084	2681.999	navel	50	1
Khan01	272	groom	JBIL	76	295	272	back	JBIL	51	2700.932	2701.7099999999996	back	51	2
Khan01	273	bride	JBIL	77	296	273	leg	JBIL	52	2727.136	2727.859	leg	52	1
Khan01	274	name	JBIL	78	297	274	thigh	JBIL	53	2755.46	2756.451	thigh	53	1
Khan01	275	dog	JBIL	79	298	275	knee	JBIL	54	2795.6440000000002	2796.6740000000004	knee	54	1
Khan01	276	cat	JBIL	80	299	276	foot	JBIL	55	2883.58	2884.563	foot	55	1
